OrderID,TaskChain,ActorCount,Makespan,Energy,SafetyViol
67,TaskB-TaskG-TaskL,20,960.0120302819263,1.9285382068834072,2.602704595756153e-07
68,TaskB-TaskG-TaskL,131,830.495301382038,0.8992585538292243,9.395060104408624e-07
69,TaskD-TaskI-TaskN,174,1308.4511892096998,1.91706484647297,8.950453529964913e-07
70,TaskD-TaskI-TaskN,190,1360.899417672322,1.7920575919172221,3.4410552241814923e-07
71,TaskA-TaskF-TaskK,111,862.8524826423311,0.9559159094428415,7.321691321333471e-07
72,TaskE-TaskJ-TaskO,254,1055.1049754937062,1.4779812292103043,5.774909625050956e-07
73,TaskE-TaskJ-TaskO,182,734.9847058127905,1.8398575780989042,3.4427280897924226e-07
74,TaskB-TaskG-TaskL,185,1214.6104318006253,1.4861709963285845,9.886364315154922e-07
75,TaskE-TaskJ-TaskO,155,1209.401834928663,1.8886397858727468,3.498497238978156e-08
76,TaskB-TaskG-TaskL,28,940.947553458462,1.931580580179251,2.601195703150738e-07
77,TaskA-TaskF-TaskK,202,1003.377011683979,1.306861426621167,5.24873320500039e-07
78,TaskD-TaskI-TaskN,183,981.2469100954659,1.2527763936875884,5.267334734437783e-07
79,TaskD-TaskI-TaskN,201,676.3084332639448,1.9235853847629882,5.930437441961085e-07
80,TaskD-TaskI-TaskN,248,1309.2008295200253,1.6101680733796018,7.541594103026901e-07
81,TaskE-TaskJ-TaskO,91,846.6093522235138,0.9392272176178031,6.272430522141035e-07
82,TaskA-TaskF-TaskK,164,847.9701455484158,0.8507500990672174,6.042786459227567e-07
83,TaskE-TaskJ-TaskO,180,969.9160291076334,1.4775548611967158,6.297931828391286e-08
84,TaskE-TaskJ-TaskO,32,1199.1097170724556,1.9162051585261095,3.827649849114054e-07
85,TaskA-TaskF-TaskK,66,881.7393569815938,1.813098442886982,2.3973518230414443e-07
86,TaskA-TaskF-TaskK,238,609.5629557193112,1.6110172957572038,2.727164104859557e-07
87,TaskA-TaskF-TaskK,153,822.6003878540932,0.9669390186693051,5.587940995969414e-07
88,TaskA-TaskF-TaskK,157,1084.828083815798,1.1050776604984347,2.0751026178031238e-07
89,TaskD-TaskI-TaskN,159,1437.9500575618374,1.8506134718631393,3.010096100067286e-07
90,TaskC-TaskH-TaskM,117,748.0160067253689,1.0193686839882805,2.447138614321667e-07
91,TaskC-TaskH-TaskM,216,740.6996465038342,1.1341272899005215,9.490179137860128e-07
92,TaskA-TaskF-TaskK,52,697.4808998322369,0.9555207814345303,9.452190748493843e-07
93,TaskC-TaskH-TaskM,202,672.6550017401319,1.6113298776972935,6.138421430100913e-07
94,TaskC-TaskH-TaskM,84,1241.138292016286,1.9327787664358516,9.252772440445809e-07
95,TaskA-TaskF-TaskK,87,1298.937715072876,1.1227616379144632,7.879545190136894e-07
96,TaskC-TaskH-TaskM,108,1035.5511787160806,1.3704879294200885,5.940484039737907e-07
97,TaskE-TaskJ-TaskO,180,906.4574455718287,1.5612076876534453,1.6370859381827755e-08
98,TaskB-TaskG-TaskL,151,1358.2287573725253,1.9993594978587568,7.747911232186101e-07
99,TaskB-TaskG-TaskL,121,1034.781608331301,0.9257696779970865,7.054634581725842e-07
100,TaskA-TaskF-TaskK,89,1217.8873418720868,1.3982849594068512,6.191011167495899e-07
101,TaskD-TaskI-TaskN,223,896.7102116556368,1.2621441438830001,7.62820068565647e-07
102,TaskA-TaskF-TaskK,66,1008.8487708447548,1.8389841982668262,5.177929431270181e-07
103,TaskD-TaskI-TaskN,192,752.5316709105907,1.3711612772139872,7.070424386081258e-07
104,TaskB-TaskG-TaskL,107,1125.849794378717,0.9331730295021777,9.358203658592285e-07
105,TaskA-TaskF-TaskK,52,1038.187550154663,1.5613089743439004,3.8204696568762543e-07
106,TaskE-TaskJ-TaskO,74,821.0873535172432,1.7249367419166557,7.110406165516192e-07
107,TaskC-TaskH-TaskM,4,823.7785700947077,0.8034575019987376,4.809309398308491e-07
108,TaskD-TaskI-TaskN,227,1323.1917006677486,1.8307480225047554,6.776556552958418e-07
109,TaskC-TaskH-TaskM,144,1394.3337500923633,1.0232276000067988,7.652644021988205e-07
110,TaskC-TaskH-TaskM,225,957.3729326665358,1.4624832375840535,5.499797543143801e-08
111,TaskA-TaskF-TaskK,218,1013.5507145524325,1.2989570008249403,6.501344395091753e-07
112,TaskC-TaskH-TaskM,182,1080.0228949296434,1.6635845799326365,2.3447377256287516e-07
113,TaskE-TaskJ-TaskO,126,1029.6063516319375,1.2453939377428902,6.733322124294912e-07
114,TaskC-TaskH-TaskM,187,665.140455892274,1.843715812018053,4.7364688407447535e-07
115,TaskA-TaskF-TaskK,214,1085.5741354380773,1.6765956331505483,7.758172144462384e-07
116,TaskE-TaskJ-TaskO,65,582.4221930798783,1.577255805275506,1.3216680705354049e-07
117,TaskB-TaskG-TaskL,35,853.4631617484762,1.7554887146754252,6.300591281396331e-07
118,TaskC-TaskH-TaskM,161,1101.0854293249636,1.7048276419140587,2.8568602163827684e-07
119,TaskA-TaskF-TaskK,32,1119.9988415849675,0.8431264099058641,8.544521753772856e-07
120,TaskB-TaskG-TaskL,52,837.985383158102,1.2736812246137938,9.290996705799444e-07
121,TaskB-TaskG-TaskL,176,908.3126119626165,1.9169687567797877,9.964343107422648e-07
122,TaskD-TaskI-TaskN,224,881.2326982003093,0.9508691227906715,7.980473284030105e-07
123,TaskE-TaskJ-TaskO,33,979.431167372786,1.6845158605184616,7.561967297237246e-07
124,TaskC-TaskH-TaskM,147,994.6411306728673,1.9695101736023957,2.2334575127887556e-07
125,TaskA-TaskF-TaskK,171,1133.693625905822,0.862638354853966,3.4264698840020766e-07
126,TaskD-TaskI-TaskN,22,896.6206274220433,1.6186326567519327,4.710257163446568e-07
127,TaskE-TaskJ-TaskO,21,1074.679238382711,1.3617849695612365,7.756472373044272e-07
128,TaskD-TaskI-TaskN,4,1101.4031528974383,1.4950103064496667,9.15816206427189e-07
129,TaskE-TaskJ-TaskO,81,1039.657875474373,0.9024096037811898,1.972477090227548e-07
130,TaskE-TaskJ-TaskO,118,948.0788355101051,0.8516083422403274,9.231438098234019e-07
131,TaskC-TaskH-TaskM,178,1036.1290928550882,1.600239992661106,6.986684058305175e-07
132,TaskE-TaskJ-TaskO,245,1150.3480546787152,1.7879713157848616,6.146630233781883e-07
133,TaskD-TaskI-TaskN,197,1167.8369735432625,1.7384184019195608,2.0784285856912014e-07
134,TaskE-TaskJ-TaskO,249,1363.0745369653812,1.4525668734394848,6.496978248105906e-08
135,TaskC-TaskH-TaskM,223,801.9947527387477,0.9198401853634138,5.727802495228605e-07
136,TaskC-TaskH-TaskM,116,911.9985218009194,1.6256533326032168,6.550005264956035e-07
137,TaskD-TaskI-TaskN,117,677.3062679463196,1.090266660264975,2.1867363486114138e-07
138,TaskB-TaskG-TaskL,225,1186.201892865571,1.8932824433208604,5.608916437672019e-07
139,TaskB-TaskG-TaskL,169,933.0984987286506,1.805918431454846,8.579284687349479e-07
140,TaskE-TaskJ-TaskO,182,1041.2381964058652,1.6512595605048692,8.367152860004698e-07
141,TaskA-TaskF-TaskK,66,879.132286110672,1.9386151469973565,9.280816287804343e-07
142,TaskE-TaskJ-TaskO,135,934.659201004435,0.8377061858135275,3.7222695146131166e-07
143,TaskD-TaskI-TaskN,132,1244.6380210853317,1.6834405100729144,3.248690768254095e-07
144,TaskD-TaskI-TaskN,11,1138.8466820971967,1.1962913352036864,7.519317459210006e-07
145,TaskD-TaskI-TaskN,160,977.6955884682109,1.8872790628236382,4.3680128104603495e-07
146,TaskD-TaskI-TaskN,58,1153.5627838952794,1.120010235994373,9.66731773875028e-08
147,TaskD-TaskI-TaskN,106,1157.9800160075747,1.6698277991780204,2.8997311936379475e-07
148,TaskC-TaskH-TaskM,134,921.7148966626529,1.8531764235809376,4.2439646267617427e-07
149,TaskB-TaskG-TaskL,35,706.1840878727583,0.849988182059219,2.995912612214895e-07
150,TaskD-TaskI-TaskN,13,820.1676745995921,1.2771770955104433,3.388835152378484e-07
151,TaskA-TaskF-TaskK,205,731.8942793234967,1.7147708384263263,3.0083814711264685e-07
152,TaskA-TaskF-TaskK,214,1232.8869291985814,1.3459026674091046,5.108417551124865e-08
153,TaskA-TaskF-TaskK,113,1267.6230432895363,1.1207031557523144,6.407237538161981e-07
154,TaskA-TaskF-TaskK,165,1317.2747760318034,1.0637664185878282,6.013194961499346e-07
155,TaskC-TaskH-TaskM,127,596.0888902045663,0.9578219202996535,6.568496634938939e-07
156,TaskA-TaskF-TaskK,228,1214.2801820747443,1.8285554718275387,2.003867970732912e-07
157,TaskD-TaskI-TaskN,90,1442.438261876937,1.4904264839018673,3.0269799619636046e-07
158,TaskE-TaskJ-TaskO,58,1222.397542762129,0.8916619339897472,6.234197676754732e-07
159,TaskA-TaskF-TaskK,223,569.7540764258661,1.2590963882847626,6.036312927753222e-07
160,TaskC-TaskH-TaskM,35,1353.6596616793545,1.241280380966132,5.112670062607251e-07
161,TaskC-TaskH-TaskM,181,1008.3378074263883,1.0180870288513557,3.569091175100955e-07
162,TaskA-TaskF-TaskK,138,953.5201786999057,1.3226091505666289,9.138016947269431e-07
163,TaskE-TaskJ-TaskO,96,1090.2190593165956,1.1985192384717638,3.4637253987585536e-07
164,TaskA-TaskF-TaskK,11,790.1986154859028,1.210164446590619,4.6106296487287913e-07
165,TaskC-TaskH-TaskM,68,1000.5564741843158,1.6868318693455504,6.813326926446667e-07
166,TaskB-TaskG-TaskL,60,1324.0859290208148,1.0679160626062356,5.475912165580965e-07
167,TaskD-TaskI-TaskN,250,1124.4793741046576,1.5702319506264266,3.534171166007417e-07
168,TaskC-TaskH-TaskM,70,1011.6802944205336,1.484779548657122,4.4128834255194474e-07
169,TaskA-TaskF-TaskK,219,1017.9216319855218,1.4817110148054407,7.965360096749711e-07
170,TaskD-TaskI-TaskN,218,763.7212033402398,1.595608815370131,2.8534786393174633e-07
171,TaskA-TaskF-TaskK,190,970.0024217200549,1.4580584434347847,1.5083268737904728e-07
172,TaskA-TaskF-TaskK,256,673.1409328740465,1.8551061378156615,3.2003156981147934e-07
173,TaskB-TaskG-TaskL,75,1204.4881904787621,1.610696110340312,8.510388733330224e-07
174,TaskD-TaskI-TaskN,57,562.8579035049315,1.4563559016456658,9.809981770778319e-08
175,TaskD-TaskI-TaskN,252,1170.980075924142,1.795715744345174,9.917791126387272e-07
176,TaskB-TaskG-TaskL,242,1195.8821801668123,1.5273758779201758,5.45592869938386e-07
177,TaskC-TaskH-TaskM,232,1263.752923145439,1.149373097342215,9.84997286527423e-07
178,TaskA-TaskF-TaskK,70,1017.3718326323606,1.0485139018118854,9.396064578651178e-07
179,TaskE-TaskJ-TaskO,54,1183.3256932315057,0.9827933427952146,4.582855770688076e-07
180,TaskA-TaskF-TaskK,100,968.0506719269567,1.879346255055322,2.0650616385929562e-07
181,TaskA-TaskF-TaskK,95,762.6605764624132,1.6521625181576791,1.732359287994871e-07
182,TaskC-TaskH-TaskM,242,1306.146478507599,1.924854125797185,2.4758947023125793e-07
183,TaskA-TaskF-TaskK,11,980.6228340769851,1.5239501668579316,7.130313141588919e-07
184,TaskB-TaskG-TaskL,165,718.0977365053611,1.368081057793895,2.80220494784173e-07
185,TaskB-TaskG-TaskL,38,906.6370108420435,0.8716597867650673,3.4801101690825536e-07
186,TaskD-TaskI-TaskN,99,914.5350634863657,1.6059707378552357,4.5429101595466866e-07
187,TaskE-TaskJ-TaskO,91,1092.3393836248424,1.4986505117218774,9.141003536172419e-07
188,TaskA-TaskF-TaskK,81,1469.4094966745463,1.9882506723051456,1.9749948370599764e-07
189,TaskA-TaskF-TaskK,35,1104.483722656513,1.0869905333386916,1.4976287083705083e-08
190,TaskC-TaskH-TaskM,123,1041.368770399305,1.436884826344203,6.949544627438845e-08
191,TaskB-TaskG-TaskL,49,1491.155239912511,1.581148802141687,9.057186782633168e-07
192,TaskE-TaskJ-TaskO,238,1195.778707982545,1.5735094096908124,6.510413001949295e-07
193,TaskD-TaskI-TaskN,147,1050.8498408269857,1.4735522515380834,2.803102131345287e-07
194,TaskB-TaskG-TaskL,199,904.117628236381,1.7323136123926706,1.8542057600107923e-07
195,TaskD-TaskI-TaskN,247,1063.2400152409123,1.0459774514321798,3.013240692707432e-07
196,TaskC-TaskH-TaskM,168,986.7219191813726,1.6707526403292992,1.236489579787673e-07
197,TaskC-TaskH-TaskM,185,1018.2868255117993,1.543681485719707,9.421175811815968e-07
198,TaskA-TaskF-TaskK,216,1262.8804849538947,1.875290134153488,7.863641126216142e-07
199,TaskE-TaskJ-TaskO,145,891.9355633725024,1.816633326840298,4.677672651434154e-07
200,TaskD-TaskI-TaskN,226,1102.7081416327028,1.1781764469590639,8.6631297906405e-07
201,TaskB-TaskG-TaskL,58,1189.7879979675188,1.1314847899701836,2.569636222503e-07
202,TaskC-TaskH-TaskM,179,867.5774966351181,1.9779839886229373,7.199493627874716e-07
203,TaskA-TaskF-TaskK,213,835.4757169021798,1.4327182170983077,8.575711740236061e-07
204,TaskA-TaskF-TaskK,10,969.9316154838193,1.8877051566973242,3.6320102450703994e-07
205,TaskD-TaskI-TaskN,77,907.6740819487078,0.9966572285365787,7.598898009962106e-07
206,TaskC-TaskH-TaskM,10,1230.4665217483007,1.571382697760209,3.021216257716663e-07
207,TaskE-TaskJ-TaskO,164,799.646344287069,1.7718322248327034,3.058685639064405e-07
208,TaskC-TaskH-TaskM,154,1013.694273705734,1.9368742995037362,1.1598660676864421e-07
209,TaskD-TaskI-TaskN,88,1509.209666680895,1.2048081692204282,4.4565746604430475e-07
210,TaskD-TaskI-TaskN,150,1082.6113067572364,1.669977403908863,7.32414787432448e-07
211,TaskC-TaskH-TaskM,115,1115.8580288609771,1.446575610847543,9.408185975155722e-07
212,TaskD-TaskI-TaskN,128,1232.136499139425,0.8727547112797619,6.077590220098052e-07
213,TaskC-TaskH-TaskM,150,907.4101869149281,1.627999684770732,8.645041823583817e-07
214,TaskB-TaskG-TaskL,39,783.7160742509193,1.6281158698854121,8.242697027973249e-07
215,TaskC-TaskH-TaskM,32,1035.302255232549,1.9167281658158444,1.8160962244552806e-07
216,TaskC-TaskH-TaskM,191,1053.0807656697075,1.396774935402767,4.909592546235052e-07
217,TaskD-TaskI-TaskN,85,676.3578410573678,1.0763011048526177,1.2575430017013756e-07
218,TaskD-TaskI-TaskN,5,1075.0143829365556,0.853476588138415,6.853316299460187e-07
219,TaskA-TaskF-TaskK,132,1213.9700997402078,1.2987706240230867,9.504006715636152e-07
220,TaskA-TaskF-TaskK,50,817.4103853951981,1.1623000400930021,1.4571856349796896e-07
221,TaskB-TaskG-TaskL,200,1087.1111696749626,1.7133059672286506,7.36544299494516e-07
222,TaskA-TaskF-TaskK,151,1178.4527320740267,1.225121317809256,6.359157693591824e-07
223,TaskC-TaskH-TaskM,14,1117.335641706016,1.9388854355778127,5.877689866380187e-07
224,TaskD-TaskI-TaskN,237,1136.2012477483113,1.9547722435853412,3.962190323414559e-07
225,TaskA-TaskF-TaskK,133,951.0399516387398,1.5450903082612497,3.615803312762745e-07
226,TaskA-TaskF-TaskK,198,774.4991324518808,1.9143923444178594,5.479669712869898e-08
227,TaskB-TaskG-TaskL,218,910.5707075232174,1.7130252134173949,2.2572962116949336e-07
228,TaskB-TaskG-TaskL,122,882.7885796258751,1.4562315691701513,2.502511346395863e-08
229,TaskC-TaskH-TaskM,143,983.9481907584908,1.0163695225073337,5.856029345262004e-07
230,TaskD-TaskI-TaskN,23,1218.654181091986,1.350317532216608,1.1479470351912976e-07
231,TaskB-TaskG-TaskL,8,737.6319743671663,1.473049356035141,8.74289200089419e-07
232,TaskA-TaskF-TaskK,40,1028.8500045634783,1.8367538968820123,5.279115904901936e-07
233,TaskD-TaskI-TaskN,169,787.3196708964294,1.3776000518427978,7.026930099681214e-07
234,TaskD-TaskI-TaskN,225,851.9906164354458,1.877209607213548,4.167485209220915e-07
235,TaskA-TaskF-TaskK,140,1111.7481505223684,1.6092187748281628,5.649740109110382e-07
236,TaskB-TaskG-TaskL,229,762.0109893268602,0.9643988756644057,9.432325851969642e-07
237,TaskA-TaskF-TaskK,56,1146.8488579405957,1.9939776431901115,9.190669922743406e-08
238,TaskD-TaskI-TaskN,175,729.567110675055,1.4326791929046951,2.613983942044592e-07
239,TaskE-TaskJ-TaskO,102,1133.396080687632,1.2702299556908947,7.821884436414389e-07
240,TaskE-TaskJ-TaskO,247,690.0937460842977,1.5909365173634318,1.077498348138392e-07
241,TaskC-TaskH-TaskM,253,876.4374641486769,0.9306719767772469,8.490449286506973e-08
242,TaskA-TaskF-TaskK,89,1379.2988766259123,1.563846376104025,3.679259847664982e-07
243,TaskA-TaskF-TaskK,111,1341.7092739533773,1.3978832005991277,1.01246278887708e-07
244,TaskC-TaskH-TaskM,27,917.495069496571,1.2880088839982997,5.892276577841411e-07
245,TaskC-TaskH-TaskM,84,1077.9921172059803,1.943624025414679,2.3401249830843384e-07
246,TaskC-TaskH-TaskM,205,1240.8136037769768,1.4270476600784638,8.967409835673787e-07
247,TaskD-TaskI-TaskN,161,1136.2592348840942,1.062940975363926,7.856650800368041e-07
248,TaskA-TaskF-TaskK,123,945.3071507090352,1.3507561752527584,7.027081540384814e-07
249,TaskD-TaskI-TaskN,62,850.2729371927334,1.9032648854872072,6.20774587110657e-07
250,TaskC-TaskH-TaskM,241,1173.620628591586,1.0113145655967137,8.648310730380487e-07
251,TaskA-TaskF-TaskK,218,1226.1406617229002,1.0567484464258843,2.3083144092732933e-07
252,TaskD-TaskI-TaskN,131,1343.1403668788776,0.8156354813085005,8.743777543365854e-07
253,TaskD-TaskI-TaskN,227,662.5501153093858,0.8170280592749206,7.915973754398119e-07
254,TaskC-TaskH-TaskM,212,749.3750423597895,1.795269952350215,7.506792181238088e-07
255,TaskA-TaskF-TaskK,117,1232.3847204294161,1.6785471282115472,5.656431212941748e-07
256,TaskC-TaskH-TaskM,118,689.6938906499647,1.22604926774235,2.537817193608941e-07
257,TaskA-TaskF-TaskK,212,1247.7099909823864,1.6379733886730872,4.2931243683197743e-07
258,TaskE-TaskJ-TaskO,17,957.0134988029216,1.2742471115719642,7.956349479934137e-07
259,TaskB-TaskG-TaskL,12,895.8172361326631,1.943476155197393,4.1460699513751194e-08
260,TaskB-TaskG-TaskL,43,1041.085719254294,1.9604632177112418,7.842302615711208e-07
261,TaskB-TaskG-TaskL,197,730.9263095529002,1.2713525309712121,2.4767003308269086e-07
262,TaskC-TaskH-TaskM,240,1164.8029661196704,1.8250662876090415,1.5286610871438701e-07
263,TaskE-TaskJ-TaskO,28,1337.9273995389394,1.7277068500369595,1.2454430499849914e-07
264,TaskA-TaskF-TaskK,106,1174.1152431628484,1.1719999246061472,3.697751183130696e-08
265,TaskD-TaskI-TaskN,204,950.6982614891718,1.0784477946813271,5.283506203692384e-07
266,TaskA-TaskF-TaskK,249,692.3928584469118,1.3498815804714006,2.2607727396679221e-07
267,TaskD-TaskI-TaskN,25,700.0825087594135,1.7376186087372876,9.895374481218352e-07
268,TaskA-TaskF-TaskK,238,734.0713395521384,1.9522013416744946,5.786923883134838e-07
269,TaskE-TaskJ-TaskO,241,997.5443445775365,1.716294882639887,1.4650641666245034e-07
270,TaskD-TaskI-TaskN,7,1022.680012654521,1.826248382022044,6.918749154032517e-07
271,TaskC-TaskH-TaskM,157,1173.6887021481991,1.52367716740462,8.987661308446282e-07
272,TaskA-TaskF-TaskK,189,640.7942027033848,1.802489397010551,7.477277004159182e-07
273,TaskA-TaskF-TaskK,32,1262.24204607848,1.741305029604101,8.567546242905318e-08
274,TaskD-TaskI-TaskN,112,1138.8812637890742,1.252382650311536,8.96925339380733e-07
275,TaskC-TaskH-TaskM,101,934.632741387573,1.4623883625448655,7.959900920013651e-07
276,TaskC-TaskH-TaskM,218,762.0476916535799,1.7657037463876337,1.6672086110455822e-07
277,TaskE-TaskJ-TaskO,40,1249.8281283382237,0.8552680810279477,6.12680298454887e-08
278,TaskC-TaskH-TaskM,78,939.9812077525232,1.769695138826996,5.617374695611655e-07
279,TaskC-TaskH-TaskM,73,995.9962201311142,1.0134657488588281,1.6447545322657716e-07
280,TaskC-TaskH-TaskM,149,1076.7223941575865,1.4176203405457266,8.362450430693194e-07
281,TaskB-TaskG-TaskL,131,817.3602188436778,1.769930527467125,3.6475131010495704e-07
282,TaskE-TaskJ-TaskO,88,943.5638841949502,1.1045852937880338,9.137635202892097e-07
283,TaskA-TaskF-TaskK,45,1173.063380404076,1.0949689271673837,5.700312904195957e-07
284,TaskD-TaskI-TaskN,103,1152.819215699255,1.2833172781547022,1.9084566039727147e-07
285,TaskA-TaskF-TaskK,44,1154.6214413390476,1.8735713570931614,1.4820287868620212e-07
286,TaskE-TaskJ-TaskO,169,768.9640497719137,0.8005313377246495,5.807077131821764e-07
287,TaskD-TaskI-TaskN,37,952.6839298541718,1.8816597159703219,7.642647757438195e-07
288,TaskE-TaskJ-TaskO,20,920.721232990439,0.9845684295699294,7.836905912647603e-07
289,TaskC-TaskH-TaskM,168,1085.0357684549404,1.9881036512809784,2.829998303968685e-07
290,TaskD-TaskI-TaskN,156,1067.1315979297794,1.9458163916461617,2.1220429132304583e-07
291,TaskC-TaskH-TaskM,233,1031.0854661485873,1.39361022750954,2.658874144745859e-08
292,TaskA-TaskF-TaskK,125,1493.1467910839858,1.415264297375154,6.824071596891577e-07
293,TaskA-TaskF-TaskK,79,941.8387839711925,1.3778592083310253,8.58025758492036e-08
